steam_appid,nome,data_de_lancamento,plataforma,generos,avaliacoes_positivas,avaliacoes_negativas,media_tempo_jogado,preco
57690,"Tropico 4",2011-09-01,windows;mac,Simulation;Strategy,8740,827,518,12.49
57800,"Doc Clock: The Toasted Sandwich of Time",2010-10-15,windows;mac,Adventure;Casual;Indie,79,92,11,2.99
57900,"Duke Nukem Forever",2011-06-09,windows;mac,Action,4433,2243,434,14.99
58200,"Jolly Rover",2010-06-07,windows;mac,Adventure;Casual;Indie,249,31,3,6.99
58230,"MacGuffin's Curse",2012-04-19,windows;mac,Adventure;Casual;Indie,81,16,229,6.99
58570,"The Next BIG Thing",2011-04-21,windows;mac,Adventure,352,59,1,6.99
60340,"Luxor: 5th Passage",2011-01-25,windows;mac,Action;Adventure;Casual,39,20,0,6.99
60350,Glowfish,2011-09-30,windows;mac,Adventure;Casual;Indie,80,11,0,6.99
60700,"Power of Defense",2010-08-04,windows;mac,Strategy;Indie,9,25,0,6.99
61310,"Fractal: Make Blooms Not War",2011-11-29,windows;mac,Indie;Casual,140,44,30,4.99
61730,"Critter Crunch",2012-09-11,windows;mac,Action;Indie;Casual,256,14,137,4.99
62000,"Flight Control HD",2010-11-18,windows;mac,Action;Casual,406,36,85,2.99
63500,"Swords and Soldiers HD",2010-12-02,windows;mac,Action;Casual;Indie;Strategy,572,160,132,6.99
63610,"Riven: The Sequel to MYST",2010-08-04,windows;mac,Adventure;Casual,288,103,0,3.99
63650,"URU: Complete Chronicles",2010-08-03,windows;mac,Adventure;Casual,68,18,0,6.99
63660,"Myst: Masterpiece Edition",2011-02-02,windows;mac,Adventure;Casual,155,80,0,3.99
63700,"BIT.TRIP BEAT",2010-11-02,windows;mac,Action;Casual;Indie,616,140,78,6.99
63710,"BIT.TRIP RUNNER",2011-02-28,windows;mac,Action;Indie,3058,490,149,6.99
65080,"Kaptain Brawe: A Brawe New World",2011-01-20,windows;mac,Adventure,87,30,0,3.99
65930,"The Bureau: XCOM Declassified",2013-08-22,windows;mac,Action,6661,2923,201,14.99
67370,"The Darkness II",2012-02-09,windows;mac,Action,11992,1234,191,19.99
70500,"Diamond Dan",2010-10-08,windows;mac,Action;Adventure;Casual;Indie,33,11,0,0.79
70620,"Worms Crazy Golf",2011-10-19,windows;mac,Sports;Strategy,400,88,67,6.99
78000,"BejeweledÂ® 3",2010-12-07,windows;mac,Strategy;Casual,2670,126,85,4.25
80200,"Fate of the World",2011-02-28,windows;mac,Casual;Indie;Simulation;Strategy,267,80,123,6.99
90200,"Farming Simulator 2011",2010-10-29,windows;mac,Simulation,338,68,0,7.19
91600,Sanctum,2011-04-15,windows;mac,Action;Casual;Indie;Strategy,2552,296,153,7.19
94200,Jamestown,2011-06-08,windows;mac,Action;Indie,1955,103,79,6.99
94300,"The Dream Machine: Chapter 1 & 2",2012-05-11,windows;mac,Adventure;Casual;Indie,968,85,68,2.79
94400,Nidhogg,2014-01-13,windows;mac,Action;Indie;Sports,5480,758,123,6.99
94590,"Puzzle Agent 2",2011-06-30,windows;mac,Adventure;Casual,588,86,82,6.99
94620,"Hector: Badge of Carnage - Full Series",2011-04-27,windows;mac,Adventure;Casual,172,14,0,14.99
95700,"The Cat and the Coup",2011-06-15,windows;mac,"Free to Play;Indie",823,52,12,0
98100,Trauma,2011-08-08,windows;mac,Adventure;Indie;Casual,402,182,7,4.39
98600,"Demolition Inc.",2011-09-19,windows;mac,Action;Casual;Indie;Simulation;Strategy,197,53,101,4.79
