"steam_appid";"nome";"data_de_lancamento";"plataforma";"generos";"avaliacoes_positivas";"avaliacoes_negativas";"media_tempo_jogado";"preco"
111400;"Bunch of Heroes";"2011-09-21";"windows";"Action;Indie";180;206;27;3.99
111600;"Serious Sam Double D XXL";"2011-08-30";"windows";"Action;Indie";514;92;527;6.99
112100;"Avadon: The Black Fortress";"2011-08-17";"windows;mac;linux";"RPG;Indie";342;76;13;6.99
113020;"Monaco: What's Yours Is Mine";"2013-04-24";"windows;mac;linux";"Action;Adventure;Casual;Indie;Strategy";7237;749;183;10.99
113200;"The Binding of Isaac";"2011-09-28";"windows;mac";"Action;Adventure;Indie;RPG";43227;1923;1849;3.99
113400;"APB Reloaded";"2011-12-06";"windows";"Action;Free to Play;Massively Multiplayer";20028;11779;3835;0.0
113420;"Fallen Earth Free2Play";"2012-02-22";"windows";"Free to Play;Massively Multiplayer;RPG";3938;3142;107;0.0
115100;"Costume Quest";"2011-10-14";"windows;mac;linux";"Adventure;Casual;RPG";2635;210;219;6.99
115110;"Stacking";"2012-03-06";"windows;mac;linux";"Adventure;Indie";1271;155;238;6.99
115120;"Iron Brigade";"2012-08-13";"windows";"Action;Strategy";573;124;21;10.99
115200;"Cossacks II: Napoleonic Wars";"2011-08-26";"windows";"Strategy";151;183;17;3.99
115210;"American Conquest";"2011-08-26";"windows";"Strategy";180;92;0;3.99
115220;"American Conquest: Fight Back";"2011-08-26";"windows";"Strategy";151;73;2;3.99
115320;"Prototype 2";"2012-07-26";"windows";"Action;Adventure";5411;2244;698;19.99
115800;"Owlboy";"2016-11-01";"windows;mac;linux";"Action;Adventure;Indie";3542;555;613;18.99
116100;"Super Toy Cars";"2014-06-06";"windows;mac";"Indie;Racing";201;132;0;6.99
200010;"Quantum Conundrum";"2012-06-21";"windows";"Casual;Strategy";1224;225;162;6.99
200020;"Global Ops: Commando Libya";"2011-10-26";"windows";"Action";131;191;0;3.99
200080;"Nancy Drew®: Shadow at the Water's Edge";"2011-09-15";"windows;mac";"Adventure";68;30;0;5.19
200130;"Puzzler World 2";"2011-10-24";"windows";"Casual;Indie;Strategy";150;44;61;4.99
200150;"Battle Chess: Game of Kings™";"2015-12-11";"windows";"Casual;Strategy";94;110;0;22.99
200170;"Worms Revolution";"2012-10-10";"windows";"Strategy";3922;686;445;10.99
200190;"Sideway™ New York";"2011-11-15";"windows";"Adventure;Indie";68;40;0;6.99
200210;"Realm of the Mad God";"2012-02-20";"windows;mac";"Action;Free to Play;Indie;Massively Multiplayer;RPG";23414;4728;3531;0.0
200230;"Off-Road Drive";"2011-09-29";"windows";"Racing;Simulation";286;177;0;3.99
200260;"Batman: Arkham City - Game of the Year Edition";"2012-09-07";"windows;mac";"Action;Adventure";25995;1255;1554;14.99
200370;"A Game of Dwarves";"2012-10-23";"windows";"Strategy;Casual";275;167;991;7.99
200390;"Oil Rush";"2012-01-25";"windows;mac;linux";"Indie;Strategy";173;170;9;5.59
200410;"SOL: Exodus";"2012-01-25";"windows";"Action;Indie;Simulation";45;47;0;5.59
200490;"Memento Mori";"2012-11-09";"windows";"Adventure";68;48;4;9.99
200510;"XCOM: Enemy Unknown";"2012-10-11";"windows;mac;linux";"Strategy";36630;2072;1470;14.99
200550;"Dungeons - The Dark Lord";"2011-09-27";"windows";"RPG;Simulation;Strategy";65;113;3;14.99
200670;"Disciples III - Resurrection";"2011-10-11";"windows";"Strategy";54;101;0;9.99
200710;"Torchlight II";"2012-09-20";"windows;mac;linux";"Action;Adventure;Indie;RPG";29539;1757;1037;14.99
200900;"Cave Story+";"2011-11-22";"windows;linux";"Action;Adventure;Indie";5120;230;150;10.99
200960;"Geneforge 1";"2001-12-01";"windows";"Strategy;RPG;Indie";268;17;0;0.0
200980;"Geneforge 2";"2003-07-01";"windows";"Strategy;RPG;Indie";32;3;0;0.0
200990;"Geneforge 3";"2005-04-01";"windows";"Strategy;RPG;Indie";26;4;0;0.0
201000;"Geneforge 4: Rebellion";"2006-11-01";"windows";"Strategy;RPG;Indie";24;2;0;0.0
201010;"Geneforge 5: Overthrow";"2008-11-01";"windows";"Strategy;RPG;Indie";60;6;0;0.0
201070;"Revelations 2012";"2012-04-23";"windows";"Action;Indie;Strategy";188;133;8;0.0
201210;"Pox Nora";"2014-10-15";"windows;mac";"Free to Play;RPG;Strategy";384;148;2;0.0
201230;"EverQuest II";"2011-12-07";"windows";"Free to Play;Massively Multiplayer;RPG";846;319;548;0.0
201290;"Sins of a Solar Empire: Trinity®";"2011-11-16";"windows";"Strategy";428;149;145;15.49
201420;"Toki Tori 2+";"2013-07-11";"windows;mac;linux";"Adventure;Casual;Indie";671;130;109;10.99
201480;"Serious Sam: The Random Encounter";"2011-10-24";"windows";"Action;Indie;RPG";330;310;18;3.99
201490;"Airline Tycoon 2";"2011-10-24";"windows";"Simulation;Strategy";61;386;0;6.99
201510;"Flatout 3: Chaos & Destruction";"2011-12-13";"windows";"Racing";290;1874;19;6.99
201570;"Really Big Sky";"2012-02-24";"windows";"Action;Indie";1429;462;247;3.99
201790;"Orcs Must Die! 2";"2012-07-30";"windows";"Action;Indie;Strategy";13321;682;429;11.99
201810;"Wolfenstein: The New Order";"2014-05-19";"windows";"Action";26727;3011;539;14.99
201870;"Assassin's Creed® Revelations";"2011-11-30";"windows";"Action;Adventure";5912;1055;1153;12.49
202130;"Impire";"2013-02-14";"windows";"Strategy";167;208;76;14.99
202200;"Galactic Civilizations® II: Ultimate Edition";"2011-12-02";"windows";"Indie;Strategy";894;300;13;14.99
202310;"Ridge Racer™ Unbounded";"2012-03-29";"windows";"Racing";541;450;0;7.99
202370;"Scary Girl";"2012-04-09";"windows";"Action";36;24;31;4.99
202410;"Scoregasm";"2012-02-08";"windows;mac";"Action;Indie";107;22;17;3.99
202670;"Nancy Drew®: Alibi in Ashes";"2011-11-02";"windows;mac";"Adventure";42;7;0;5.19
202690;"Hegemony Gold: Wars of Ancient Greece";"2012-03-30";"windows";"Indie;Strategy";117;4;5;10.99
202710;"Demigod";"2011-12-14";"windows";"Nudity;Violent;Action;RPG;Strategy";564;212;149;7.19
202730;"Dynamite Jack";"2012-05-10";"windows;mac;linux";"Action;Adventure;Indie";345;56;9;7.19
202750;"Alan Wake's American Nightmare";"2012-05-22";"windows";"Action;Adventure";3598;1468;71;6.19
202860;"Real Warfare 2: Northern Crusades";"2011-11-18";"windows";"Strategy";36;49;0;3.99
202970;"Call of Duty®: Black Ops II";"2012-11-12";"windows";"Action";25827;4658;524;39.99
203140;"Hitman: Absolution™";"2012-11-19";"windows;mac";"Action";23277;2478;650;14.99
203160;"Tomb Raider";"2013-03-04";"windows;mac;linux";"Action;Adventure";93509;4103;527;14.99
203210;"Titan Attacks!";"2012-02-03";"windows;mac;linux";"Action;Casual;Indie";790;79;189;7.19
203290;"America's Army: Proving Grounds";"2013-08-01";"windows";"Action;Free to Play";6413;1902;89;0.0
203350;"King's Bounty: Warriors of the North";"2012-10-25";"windows;mac";"RPG;Strategy";727;156;593;6.99
203510;"Fortune Summoners";"2012-01-30";"windows";"Action;Indie;RPG";581;93;27;12.99
203560;"Containment: The Zombie Puzzler";"2012-03-02";"windows;mac;linux";"Casual;Indie";203;47;0;3.99
203630;"Warlock - Master of the Arcane";"2012-05-08";"windows";"Strategy";1811;293;115;18.99
203650;"Sonic the Hedgehog 4 - Episode II";"2012-05-14";"windows";"Adventure";663;206;577;5.99
203680;"F1 RACE STARS™";"2012-11-15";"windows";"Racing";689;215;42;10.99
203750;"Binary Domain";"2012-04-26";"windows";"Action";4416;742;639;9.99
203770;"Crusader Kings II";"2012-02-14";"windows;mac;linux";"RPG;Simulation;Strategy";31668;4187;1366;29.99
203830;"The Dark Eye: Chains of Satinav";"2012-06-22";"windows;mac";"Adventure;Indie";1279;199;290;26.99
203990;"SATAZIUS";"2011-12-16";"windows;linux";"Action;Indie";211;24;87;4.79
204030;"Fable - The Lost Chapters";"2011-12-19";"windows";"Action;Adventure;RPG";4384;364;494;6.99
204060;"Superbrothers: Sword & Sworcery EP";"2012-04-16";"windows;mac;linux";"Adventure;Indie";1764;489;73;4.99
204100;"Max Payne 3";"2012-05-31";"windows";"Action";21581;4374;464;14.99
204120;"LEGO® Harry Potter: Years 5-7";"2012-01-05";"windows";"Adventure";628;104;1904;14.99
204180;"Waveform";"2012-03-20";"windows;mac;linux";"Adventure;Indie;Strategy";1778;345;125;0.79
204220;"Snapshot";"2012-08-30";"windows;mac;linux";"Adventure;Casual;Indie";161;61;89;6.99
204240;"The Bridge";"2013-02-22";"windows;mac;linux";"Casual;Indie;Strategy";2950;374;129;6.99
204300;"Awesomenauts - the 2D moba";"2012-08-01";"windows;mac;linux";"Action;Free to Play;Indie;Strategy";20770;3678;999;0.0
204340;"Serious Sam 2";"2012-01-31";"windows";"Action;Indie";5353;702;233;6.99
204360;"Castle Crashers®";"2012-09-26";"windows;mac";"Action;Adventure;Casual;Indie;RPG";50273;2063;1094;9.99
204390;"Pineapple Smash Crew ";"2012-02-02";"windows";"Action;Indie";94;20;0;6.99
204440;"Pickers";"2012-02-22";"windows;mac";"Adventure;Casual";112;26;0;6.99
204530;"Infested Planet";"2014-03-06";"windows;mac";"Action;Indie;Strategy";1954;127;2974;11.39
204560;"Confrontation";"2012-04-04";"windows";"Action;RPG;Strategy";77;228;0;6.99
204580;"Rotastic";"2012-10-11";"windows";"Action;Casual";23;4;0;7.99
204630;"Retro City Rampage™ DX";"2014-11-11";"windows;mac;linux";"Action;Adventure;Indie;Racing";2005;243;540;10.99
204760;"Deep Black: Reloaded";"2012-04-18";"windows";"Action";52;144;0;22.99
204860;"Men of War: Condemned Heroes";"2012-04-12";"windows";"Action;Strategy";188;101;115;5.59
204880;"Sins of a Solar Empire: Rebellion®";"2012-06-12";"windows";"Indie;Strategy";8642;712;507;30.99
204940;"Crusader Kings Complete";"2012-02-14";"windows";"Strategy";89;53;60;7.99
204960;"Magical Drop V";"2012-11-15";"windows";"Casual;Indie";218;192;182;0.79
205020;"Lumino City";"2014-12-02";"windows;mac";"Adventure;Casual;Indie";928;117;29;8.99
205060;"BIT.TRIP CORE";"2012-10-02";"windows;mac";"Action;Indie";70;51;0;6.99
205070;"BIT.TRIP VOID";"2012-12-19";"windows;mac";"Action;Indie";58;19;0;6.99
205080;"BIT.TRIP FATE";"2013-07-11";"windows;mac";"Action;Indie";68;41;0;6.99
205090;"BIT.TRIP FLUX";"2014-06-05";"windows;mac";"Action;Casual;Indie";71;62;0;6.99
205100;"Dishonored";"2012-10-11";"windows";"Action;Adventure";41756;1269;749;7.99
205190;"Rocksmith™";"2012-10-18";"windows";"Casual;Simulation";869;80;1371;25.99
205230;"Hell Yeah! Wrath of the Dead Rabbit";"2012-10-03";"windows";"Action";2712;434;188;9.99
205270;"3DMark 11";"2012-10-02";"windows";"Utilities";29;7;0;14.99
205530;"Gratuitous Tank Battles";"2012-05-17";"windows;mac";"Indie;Simulation;Strategy";48;43;0;6.99
205550;"Foreign Legion: Multi Massacre";"2012-07-09";"windows;mac";"Action;Indie;Casual";200;108;26;4.79
205610;"Port Royale 3";"2012-05-04";"windows";"Action;Simulation;Strategy";479;214;64;9.99
205650;"The Testament of Sherlock Holmes";"2012-09-20";"windows";"Adventure";1488;301;1;14.99
205690;"1000 Amps";"2012-02-22";"windows;mac";"Adventure;Indie";229;62;0;3.99
205710;"EverQuest";"2012-12-13";"windows";"Free to Play;Massively Multiplayer;RPG";598;219;20;0.0
205730;"Insanely Twisted Shadow Planet";"2012-04-17";"windows;mac;linux";"Action;Adventure;Indie";547;83;275;11.99
205810;"Jagged Alliance: Crossfire";"2012-08-24";"windows";"RPG;Simulation;Strategy";112;75;0;9.99
205830;"Luxor Evolved";"2012-03-01";"windows";"Action;Indie;Casual";196;18;94;6.99
205840;"Yesterday";"2012-03-22";"windows";"Adventure";551;113;126;6.99
205870;"Auditorium";"2012-02-28";"windows;mac";"Indie;Casual";202;46;0;4.99
205910;"Tiny and Big: Grandpa's Leftovers";"2012-06-19";"windows;mac;linux";"Indie";3483;309;207;6.99
205950;"Jet Set Radio";"2012-09-19";"windows";"Action";3398;631;207;5.59
205990;"Warlock 2: The Exiled";"2014-04-10";"windows;mac;linux";"Strategy";558;288;0;14.99
206020;"Avernum 4";"2012-05-11";"windows";"RPG;Indie";55;10;0;0.0
206040;"Avernum 5";"2012-05-11";"windows";"RPG;Indie";17;4;0;3.99
206060;"Avernum 6";"2012-05-11";"windows";"RPG;Indie";36;2;0;3.99
206190;"Gunpoint";"2013-06-03";"windows;mac;linux";"Action;Indie;Strategy";10384;271;212;6.0
206210;"Gotham City Impostors Free to Play";"2012-08-30";"windows";"Action;Free to Play";9269;1773;120;0.0
206230;"Clan of Champions";"2012-10-30";"windows";"Action";31;22;0;1.59
206250;"Cladun X2 / クラシックダンジョンX2";"2012-08-14";"windows";"Action;Indie;RPG";78;27;541;6.99
206370;"Tales From Space: Mutant Blobs Attack";"2012-08-15";"windows;mac;linux";"Action;Indie";544;57;183;7.19
206410;"Crazy Machines Elements";"2012-02-10";"windows";"Casual;Strategy";18;6;0;6.99
206420;"Saints Row IV";"2013-08-22";"windows;linux";"Action;Adventure";54091;4945;1279;10.99
206440;"To the Moon";"2012-09-07";"windows;mac;linux";"Adventure;Indie;RPG";42115;1423;200;6.99
206480;"Dungeons & Dragons Online®";"2012-06-25";"windows;mac";"Action;Adventure;Free to Play;Massively Multiplayer;RPG";1718;696;557;0.0
206500;"AirMech Strike";"2018-03-30";"windows";"Action;Free to Play;Indie;Strategy";7640;1440;441;0.0
206610;"3SwitcheD";"2012-03-29";"windows;mac";"Casual;Indie";117;196;260;6.99
206690;"iBomber Defense Pacific";"2012-03-01";"windows;mac;linux";"Casual;Indie;Strategy";421;84;82;2.99
207000;"Alien Spidy";"2013-03-20";"windows;mac";"Action;Adventure;Indie";82;54;0;7.99
207020;"Bang Bang Racing";"2012-06-08";"windows";"Racing";317;82;0;7.99
207080;"Indie Game: The Movie";"2012-06-12";"windows;mac";"Indie";1536;126;218;6.99
207140;"SpeedRunners";"2016-04-19";"windows;mac;linux";"Action;Casual;Indie;Racing;Sports";20854;1455;421;10.99
207170;"Legend of Grimrock";"2012-04-11";"windows;mac;linux";"Adventure;Indie;RPG";4420;268;314;10.99
207190;"Fireburst";"2012-04-25";"windows";"Action;Adventure;Racing";72;69;0;6.99
207230;"ArcheBlade™";"2014-04-25";"windows";"Action;Free to Play;Indie";5642;2086;640;0.0
207250;"Cubemen";"2012-03-16";"windows;mac;linux";"Indie;Strategy";347;134;70;2.79
207320;"Ys: The Oath in Felghana";"2012-03-19";"windows";"Action;Adventure;RPG";936;57;635;9.99
207350;"Ys Origin";"2012-05-31";"windows";"Action;Adventure;RPG";1811;91;826;12.99
207370;"eXceed - Gun Bullet Children";"2012-08-02";"windows";"Action;Indie";204;215;97;1.99
207380;"eXceed 2nd - Vampire REX";"2012-08-02";"windows";"Action";193;29;147;4.79
207400;"eXceed 3rd - Jade Penetrate Black Package";"2012-08-02";"windows";"Action";489;41;127;4.79
207420;"Wizorb";"2012-03-14";"windows;mac;linux";"Action;Adventure;Indie";538;224;504;1.99
207430;"Hack, Slash, Loot";"2012-04-05";"windows;mac";"Casual;Indie;RPG";337;332;133;4.99
207490;"Rayman® Origins";"2012-03-29";"windows";"Action;Adventure";1509;114;266;8.59
207530;"Noitu Love 2: Devolution";"2012-04-23";"windows";"Action;Indie";469;28;219;3.99
207570;"English Country Tune";"2012-08-09";"windows;mac;linux";"Indie;Casual";278;61;3;3.99
207650;"A Virus Named TOM";"2012-08-01";"windows;mac;linux";"Action;Indie;Strategy";379;305;92;6.99
207670;"AVSEQ";"2012-08-23";"windows;mac";"Indie;Casual";28;34;0;1.59
207690;"Botanicula";"2012-05-07";"windows;mac";"Adventure;Casual;Indie";3524;136;16;7.99
207710;"Bumbledore";"2012-03-15";"windows;mac";"Casual;Indie;Strategy";25;15;0;3.99
207730;"Arena Wars 2";"2012-10-12";"windows";"Action;Strategy";128;256;0;2.79
207750;"Symphony";"2012-08-06";"windows;mac;linux";"Action;Casual;Indie";1159;209;321;6.19
207790;"Jane's Advanced Strike Fighters";"2012-03-08";"windows";"Simulation";102;229;0;7.99
207930;"Sacred Citadel";"2013-04-16";"windows";"Action";645;287;220;7.99
208110;"Myst V: End of Ages";"2012-03-16";"windows;mac";"Adventure;Casual";57;40;0;6.99
208140;"Endless Space® - Collection";"2012-07-04";"windows;mac";"Strategy";5708;1417;1102;0.0
208200;"Doom 3: BFG Edition";"2012-10-18";"windows";"Action";3957;772;644;14.99
208400;"Avernum: Escape From the Pit";"2012-04-11";"windows;mac";"Strategy;RPG;Indie";658;55;0;6.99
208460;"Tryst";"2012-09-14";"windows";"Action;Indie;Strategy";10;36;30;11.99
208500;"F1 2012™";"2012-09-19";"windows";"Racing;Simulation;Sports";1447;176;1623;14.99
208520;"Omerta - City of Gangsters";"2013-01-31";"windows;mac";"Simulation;Strategy";1029;632;209;10.99
208580;"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™";"2012-08-23";"windows;mac;linux";"RPG";8047;978;990;7.19
208600;"Lunar Flight";"2012-04-10";"windows;mac";"Indie;Simulation";465;95;411;10.99
208620;"Midnight Mysteries: Salem Witch Trials";"2012-03-28";"windows";"Adventure;Casual";59;32;0;6.99
208630;"Midnight Mysteries 3: Devil on the Mississippi";"2012-03-28";"windows";"Adventure;Casual";60;15;0;6.99
208640;"Midnight Mysteries 4: Haunted Houdini";"2012-03-28";"windows";"Adventure;Casual";53;4;0;6.99
208650;"Batman™: Arkham Knight";"2015-06-23";"windows";"Action;Adventure";33121;12981;1266;15.99
208670;"Blades of Time";"2012-04-20";"windows;mac";"Action;Adventure";1363;333;105;6.99
208710;"Colour Bind";"2012-09-24";"windows";"Action;Indie";23;10;0;6.99
208730;"Game of Thrones";"2012-06-07";"windows";"Action;RPG";1407;587;1042;10.99
208750;"Apotheon";"2015-02-03";"windows;mac;linux";"Action;Adventure;Indie;RPG";2239;240;716;10.99
209000;"Batman™: Arkham Origins";"2013-10-24";"windows";"Action;Adventure";20365;3519;538;0.0
209060;"Drunken Robot Pornography";"2014-02-19";"windows;linux";"Action;Indie";524;99;167;10.99
209080;"Guns of Icarus Online";"2012-10-29";"windows;mac;linux";"Action;Adventure;Indie;Simulation";12932;1276;275;3.99
209100;"Resident Evil: Operation Raccoon City";"2012-05-18";"windows";"Action";1171;1079;237;22.99
209120;"Street Fighter X Tekken";"2012-05-11";"windows";"Action";858;697;136;22.99
209160;"Call of Duty®: Ghosts";"2014-03-25";"windows";"Action";14892;10757;266;39.99
209190;"Stealth Bastard Deluxe";"2012-11-28";"windows;mac;linux";"Action;Indie";783;93;373;6.99
209230;"Sherlock Holmes and The Hound of The Baskervilles";"2012-04-23";"windows";"Adventure;Casual";194;41;0;6.99
209330;"A Valley Without Wind";"2012-04-24";"windows;mac;linux";"Action;Adventure;Indie";272;186;84;0.0
209360;"All Zombies Must Die!: Scorepocalypse ";"2012-04-19";"windows";"Action;Indie";43;14;0;3.99
209370;"Analogue: A Hate Story";"2012-04-27";"windows;mac;linux";"Indie";1881;128;167;7.19
209390;"Dungeonbowl - Knockout Edition";"2012-07-02";"windows";"Sports;Strategy";15;52;487;9.99
209520;"Mini Motor Racing EVO";"2013-05-01";"windows";"Casual;Indie;Racing";411;224;121;3.99
209540;"Strike Suit Zero";"2013-01-23";"windows;mac;linux";"Action;Indie;Simulation";1211;339;57;14.99
209610;"Roller Coaster Rampage";"2012-06-19";"windows";"Casual;Indie;Simulation";61;49;0;6.99
209630;"Magrunner: Dark Pulse";"2013-06-20";"windows";"Action;Adventure";251;50;0;6.99
209650;"Call of Duty®: Advanced Warfare - Gold Edition";"2014-11-03";"windows";"Action";13389;8379;250;39.99
209670;"Cortex Command";"2012-09-28";"windows;mac";"Action;Indie;Strategy";3119;1454;199;14.99
209690;"Fieldrunners";"2012-05-24";"windows;mac";"Strategy;Indie;Casual";124;79;130;3.99
209730;"R.A.W. Realms of Ancient War";"2012-10-11";"windows";"Action;RPG";288;312;24;11.99
209750;"Cannon Fodder 3";"2012-08-06";"windows";"Action";57;56;0;10.99
209790;"Splice";"2012-06-13";"windows;mac;linux";"Indie;Casual";470;61;21;6.99
209830;"Lone Survivor: The Director's Cut";"2012-04-23";"windows;mac";"Action;Adventure;Indie;RPG;Simulation";1019;153;93;11.39
209850;"Highborn";"2013-02-19";"windows;mac";"Casual;Indie;Strategy";33;20;0;1.59
209950;"Triple Town";"2012-12-06";"windows;mac";"Casual;Indie;Strategy";559;50;170;6.99
210170;"Spirits";"2012-09-04";"windows;mac;linux";"Action;Indie;Strategy";152;61;135;2.89
210230;"Nancy Drew®: Tomb of the Lost Queen";"2012-05-16";"windows;mac";"Adventure";19;2;0;14.99
210770;"Sanctum 2";"2013-05-15";"windows;mac;linux";"Action;Indie;Strategy";11629;1273;293;11.39
210870;"Cloudberry Kingdom™";"2013-08-02";"windows";"Indie";174;17;33;8.59
210950;"Rune Classic";"2012-06-13";"windows";"Action;Adventure";541;50;316;6.99
210970;"The Witness";"2016-01-26";"windows;mac";"Adventure;Indie";6572;1282;630;29.99
211010;"Alien Shooter 2 Conscription";"2012-05-18";"windows";"Action;Indie;RPG";200;46;47;7.19
211160;"Viking: Battle for Asgard";"2012-10-17";"windows";"Action;Adventure";856;1013;43;9.99
211180;"Unmechanical";"2012-08-08";"windows;mac;linux";"Adventure;Casual;Indie";371;28;58;6.99
211260;"They Bleed Pixels";"2012-08-29";"windows;mac;linux";"Action;Indie";1965;327;300;6.99
211280;"Primal Fears";"2013-01-08";"windows";"Action;Indie";172;120;0;6.99
211340;"Magical Diary: Horse Hall";"2012-05-31";"windows;mac;linux";"Adventure;Indie;RPG";800;96;0;10.99
211360;"Offspring Fling!";"2012-05-11";"windows;mac";"Adventure;Indie";449;90;134;4.99
211400;"Deadlight";"2012-10-25";"windows";"Action;Adventure;Indie";8981;2298;307;9.99
211440;"Adventures of Shuggy";"2012-06-13";"windows;mac;linux";"Indie";955;149;69;3.99
211500;"RaceRoom Racing Experience";"2013-02-12";"windows";"Free to Play;Racing;Simulation;Sports";5204;3571;81;0.0
211580;"Wanderlust: Rebirth";"2012-07-27";"windows";"Action;Adventure;Indie;RPG";249;229;152;3.99
211600;"Thief™ Gold";"2012-05-22";"windows";"Action;Simulation";1649;148;230;4.99
211740;"Thief™ II: The Metal Age";"2012-05-22";"windows";"Action;Simulation";845;51;1584;4.99
211780;"Conflict Desert Storm™";"2012-05-28";"windows";"Action";376;93;0;4.99
211800;"Dead Hungry Diner";"2012-05-16";"windows";"Casual;Indie";91;28;239;3.99
211820;"Starbound";"2016-07-22";"windows;mac;linux";"Action;Adventure;Casual;Indie;RPG";74162;7816;3556;11.99
211900;"Conquest of Elysium 3";"2012-10-24";"windows;mac;linux";"Indie;Strategy";236;53;0;6.99
211970;"Test Drive: Ferrari Racing Legends";"2012-12-10";"windows";"Racing";144;108;1350;14.99
212010;"Galaxy on Fire 2™ Full HD";"2012-08-21";"windows";"Action;Indie;Simulation;Strategy";1046;382;361;5.59
212030;"Kung Fu Strike - The Warrior's Rise";"2012-07-24";"windows";"Action;Indie";803;211;98;6.99
212050;"Resonance";"2012-07-25";"windows";"Adventure;Indie";353;30;219;6.99
212070;"Star Conflict";"2013-02-27";"windows;mac;linux";"Action;Free to Play;Massively Multiplayer;Simulation";8647;2796;4623;0.0
212110;"Sugar Cube: Bittersweet Factory";"2012-11-07";"windows";"Action;Indie";145;48;268;4.99
212160;"Vindictus";"2012-06-22";"windows";"Action;Adventure;Free to Play;Massively Multiplayer;RPG";3646;1460;408;0.0
212390;"Continent of the Ninth Seal";"2012-09-13";"windows";"Action;Free to Play;Massively Multiplayer;RPG";892;334;48;0.0
212500;"The Lord of the Rings Online™";"2012-06-06";"windows;mac";"Free to Play;Massively Multiplayer;RPG";6860;1644;892;0.0
212630;"Tom Clancy's Ghost Recon: Future Soldier™";"2012-06-27";"windows";"Action";2178;1153;229;12.49
212680;"FTL: Faster Than Light";"2012-09-14";"windows;mac;linux";"Indie;Simulation;Strategy";42641;1629;1111;6.99
212700;"Party of Sin";"2012-12-13";"windows";"Action;Adventure;Indie";98;89;290;4.79
212780;"New Star Soccer 5";"2012-09-27";"windows;mac";"Indie;Simulation;Sports";190;105;0;9.99
212800;"Super Crate Box";"2012-08-29";"windows;mac;linux";"Action;Free to Play;Indie";5951;702;34;0.0
213030;"Penny Arcade's On the Rain-Slick Precipice of Darkness 3";"2012-06-25";"windows;mac";"Indie;RPG";466;71;0;1.69
213330;"LEGO® Batman™ 2: DC Super Heroes";"2012-06-22";"windows";"Action;Adventure";969;129;988;14.99
213350;"MDK2 HD";"2012-07-30";"windows";"Action";49;43;0;10.99
213390;"Atooms to Moolecules Demo";"2012-04-06";"windows";"Indie;Casual";9;6;0;0.0
213610;"Sonic Adventure 2";"2012-11-19";"windows";"Action";4676;913;805;5.99
213650;"Dwarfs - F2P";"2012-10-18";"windows;mac";"Casual;Free to Play;Indie;Strategy";1327;225;30;0.0
213670;"South Park™: The Stick of Truth™";"2014-03-06";"windows";"Action;Adventure;RPG";35896;911;1045;25.99
213850;"Magic 2014 — Duels of the Planeswalkers";"2013-06-26";"windows";"Strategy";3615;773;1149;6.99
214100;"Rigonauts";"2012-08-07";"windows";"Strategy;Indie;Casual;Simulation";27;28;0;6.99
214130;"Aerofly FS 1 Flight Simulator";"2012-10-17";"windows";"Indie;Simulation";88;53;0;15.49
214150;"Galactic Civilizations® I: Ultimate Edition";"2012-08-14";"windows";"Strategy";93;91;22;6.99
214170;"Divine Divinity";"2012-07-05";"windows";"RPG";1432;193;39;4.79
214250;"I Am Alive";"2012-09-06";"windows";"Action;Adventure";1361;701;408;12.49
214340;"Deponia";"2012-08-06";"windows;mac;linux";"Adventure;Indie";7208;840;217;6.99
214360;"Tower Wars";"2012-08-14";"windows;mac";"Action;Indie;Strategy";1176;433;239;5.59
214420;"Gear Up";"2015-01-28";"windows;mac;linux";"Action;Free to Play;Indie";6383;2225;139;0.0
214490;"Alien: Isolation";"2014-10-06";"windows;mac;linux";"Action";24534;1958;563;29.99
214550;"Eets Munchies";"2014-03-11";"windows;mac;linux";"Casual;Indie;Simulation;Strategy";471;122;128;4.99
214570;"ETHER VAPOR Remaster";"2012-09-27";"windows";"Action";188;55;71;5.59
214590;"Fairy Bloom Freesia";"2012-10-17";"windows";"Action;Indie";882;139;159;5.59
214610;"Cherry Tree High Comedy Club";"2012-11-08";"windows";"Adventure;Indie";457;79;222;5.59
214630;"Call of Duty: Black Ops - Mac Edition";"2012-09-27";"mac";"Action";168;105;0;15.49
214700;"Thirty Flights of Loving";"2012-08-20";"windows;mac";"Adventure;Casual;Indie";934;616;0;3.99
214730;"Space Rangers HD: A War Apart";"2013-10-17";"windows";"Action;Adventure;RPG;Simulation;Strategy";3313;170;0;11.99
214770;"Guacamelee! Gold Edition";"2013-08-08";"windows;mac;linux";"Action;Adventure;Indie";4881;338;245;9.99
214790;"The Basement Collection";"2012-08-31";"windows;mac";"Adventure;Indie;Strategy";812;153;315;2.99
214830;"Half Minute Hero: Super Mega Neo Climax Ultimate Boy";"2012-09-27";"windows";"Action;Casual;RPG";1147;172;254;6.99
214870;"Painkiller Hell & Damnation";"2012-10-31";"windows;mac;linux";"Action";2240;679;189;17.99
214910;"Air Conflicts: Pacific Carriers";"2012-09-21";"windows;mac";"Action;Simulation";181;208;0;7.19
214950;"Total War™: ROME II - Emperor Edition";"2013-09-02";"windows;mac";"Strategy";31864;13423;5760;29.99
214970;"Intrusion 2";"2012-09-11";"windows;linux";"Action;Indie";983;194;85;6.49
